3,1,0,0,1,8
1,2,1,0,0,3
2,1,1,0,0,3
4,1,0,0,1,11
1,2,0,0,1,5
1,5,0,0,1,15
4,5,1,1,0,33
2,6,1,1,0,25
1,4,0,0,1,14
3,2,0,0,1,24
4,2,1,1,0,14
1,1,1,0,0,1
3,2,1,0,0,11
3,1,0,0,1,12
4,1,1,1,0,5
1,6,1,1,0,7
1,5,1,0,0,8
4,7,1,1,0,63
4,1,0,0,1,11
3,6,0,0,1,45
4,4,0,0,1,63
3,6,0,0,1,67
4,2,0,0,1,30
2,5,0,0,1,25
1,1,1,0,0,1
4,7,1,1,0,45
4,3,0,0,1,29
3,1,1,1,0,6
1,4,0,0,1,16
2,4,0,0,1,19
4,1,1,0,0,4
3,7,0,0,1,57
4,1,1,1,0,7
4,7,1,0,0,42
3,5,0,0,1,53
4,5,1,1,0,24
2,2,0,0,1,11
1,5,0,0,1,13
1,3,0,0,1,9
1,5,0,0,1,18
1,3,1,1,0,4
1,3,0,0,1,8
1,7,0,0,1,30
3,1,0,0,1,12
1,6,0,0,1,25
1,2,0,0,1,6
3,5,1,0,0,30
2,3,0,0,1,13
1,5,0,0,1,15
3,4,0,0,1,41
3,3,0,0,1,32
4,1,1,1,0,5
4,6,0,0,1,102
2,2,1,0,0,5
3,4,1,1,0,21
4,4,1,0,0,19
1,5,1,1,0,6
1,4,1,0,0,5
3,3,0,0,1,25
4,1,1,1,0,7
4,3,0,0,1,34
1,1,1,0,0,1
3,3,1,1,0,10
3,5,0,0,1,52
1,7,1,0,0,10
1,5,1,1,0,10
2,7,0,0,1,38
2,4,1,1,0,15
2,5,0,0,1,42
4,7,1,0,0,39
2,1,1,0,0,2
4,6,0,0,1,105
2,2,1,0,0,6
4,3,1,0,0,23
3,6,0,0,1,76
2,5,1,0,0,15
3,4,1,1,0,22
4,2,1,1,0,18
1,5,0,0,1,13
3,2,1,0,0,9
4,5,1,0,0,29
1,3,1,1,0,4
2,1,1,1,0,2
3,3,1,1,0,20
3,5,1,0,0,27
1,7,0,0,1,18
2,5,0,0,1,25
1,5,1,0,0,10
3,6,0,0,1,78
4,7,1,0,0,42
1,7,0,0,1,18
3,6,0,0,1,74
3,3,1,1,0,16
2,3,1,0,0,9
2,1,1,0,0,3
3,4,1,1,0,21
2,4,1,1,0,14
1,7,0,0,1,30
1,7,1,0,0,12
1,7,0,0,1,24
3,4,0,0,1,50
2,6,0,0,1,29
2,5,1,1,0,13
1,3,0,0,1,12
4,3,1,1,0,18
4,7,1,0,0,48
1,2,1,1,0,4
1,6,1,1,0,10
4,7,1,1,0,53
3,5,1,0,0,26
3,7,0,0,1,67
4,3,0,0,1,48
2,4,1,0,0,13
2,2,0,0,1,14
4,2,0,0,1,24
1,2,0,0,1,6
4,7,0,0,1,96
4,7,0,0,1,112
1,6,1,0,0,6
3,5,1,0,0,16
1,4,0,0,1,15
1,2,1,0,0,3
4,5,1,0,0,28
3,5,1,1,0,27
1,3,1,1,0,4
4,7,1,1,0,50
4,5,1,0,0,39
2,3,0,0,1,17
4,5,0,0,1,63
3,5,1,0,0,18
4,6,1,0,0,28
1,1,0,0,1,2
1,7,1,1,0,15
2,3,0,0,1,17
4,4,0,0,1,39
2,2,0,0,1,15
3,1,1,1,0,4
2,5,0,0,1,34
4,2,1,0,0,11
3,2,0,0,1,16
4,4,1,0,0,29
2,4,0,0,1,26
3,4,1,0,0,14
4,1,0,0,1,9
2,6,0,0,1,27
3,3,1,1,0,19
2,7,1,1,0,31
2,3,1,0,0,10
2,5,0,0,1,23
1,1,1,0,0,1
3,3,1,0,0,10
1,1,1,0,0,1
3,2,0,0,1,20
1,6,0,0,1,20
1,3,1,1,0,6
2,7,1,0,0,27
2,6,1,1,0,16
