4168,IT,1,18,4076,digital,1,1,9970,0,0,1,0,1,0
31289,DE,0,14,68725,large_item,0,0,31289,1,1,1,0,1,0
22405,IT,0,22,18197,large_item,0,0,22405,1,0,1,0,1,0
10729,IN,0,17,312508,large_item,1,1,10729,0,1,1,0,1,0
1652,IN,1,6,194888,digital,1,1,15377,1,0,0,0,1,0
31179,FI,0,17,222932,small_item,0,1,31179,0,0,0,0,1,0
19052,DN,0,23,103364,large_item,0,0,19052,1,1,1,0,1,0
9024,UK,1,0,51917,digital,0,1,17202,1,0,0,0,1,0
6706,IT,1,15,239590,digital,1,1,2022,0,0,0,0,1,0
12990,CA,1,16,161869,digital,1,1,8013,0,0,1,0,1,0
4468,UK,0,18,248488,small_item,0,1,4468,1,1,1,0,1,0
6378,DE,1,4,120028,large_item,1,1,6643,0,0,0,0,1,0
7303,DN,1,9,157340,digital,1,0,19208,1,1,0,0,1,0
3758,CN,0,9,134326,large_item,1,1,3758,1,0,0,0,1,1
13505,IT,0,7,60233,small_item,0,1,13505,0,0,1,0,1,0
2664,IT,1,18,14446,digital,0,0,991,0,1,1,0,3,0
21804,CN,0,16,180754,small_item,0,1,21804,0,0,1,0,1,1
18425,FI,1,9,11244,small_item,1,0,10998,1,1,0,0,1,0
19027,IT,1,0,242485,digital,1,1,10627,1,0,0,0,1,0
7608,US,1,12,221508,digital,0,1,8649,1,0,1,0,1,0
13161,IN,0,5,225640,large_item,1,0,13161,1,0,1,0,1,0
2358,CN,0,13,265276,small_item,1,1,2358,1,0,0,0,1,1
36431,IN,1,5,185635,small_item,0,1,2944,0,0,0,0,1,0
33434,IN,1,22,57821,large_item,0,0,5063,0,0,0,0,1,1
39442,CA,1,5,111462,digital,0,0,19939,1,0,1,0,1,0
30896,IN,1,3,193191,digital,0,0,15408,0,0,0,0,1,0
14256,IN,1,1,109534,digital,1,0,17025,1,0,1,0,1,0
37665,FI,1,0,16460,digital,0,0,15771,1,1,1,0,1,0
39196,DN,1,5,254790,small_item,0,0,18082,1,0,1,0,1,0
3721,CA,1,5,10675,large_item,0,0,1606,1,1,0,0,1,0
36635,FI,1,15,218960,large_item,1,0,9417,1,1,0,0,1,0
1556,IN,1,8,36358,small_item,1,0,13452,0,0,0,0,1,0
34707,DE,1,17,5738,large_item,1,1,5803,0,1,0,0,1,0
20993,DE,1,6,146632,small_item,0,1,8755,0,0,0,0,2,0
18867,CN,0,18,79169,small_item,0,1,18867,1,1,0,0,1,1
10587,US,1,8,32073,small_item,1,0,11256,1,0,1,0,1,0
26837,FI,1,18,203415,large_item,0,1,9743,1,1,0,0,1,0
22752,CA,1,1,279486,large_item,0,0,10678,0,0,1,0,2,1
15204,DN,0,4,258957,small_item,0,1,15204,1,0,1,0,1,0
22610,CN,1,15,353802,large_item,1,0,14531,1,1,0,0,1,1
25008,CA,0,15,11661,digital,1,1,25008,1,1,0,0,1,0
12681,IT,0,10,205480,large_item,1,1,12681,1,1,1,0,1,0
20754,IT,1,14,137263,large_item,1,0,8326,1,0,1,0,1,0
31220,IN,1,4,262005,digital,0,0,19503,0,1,0,0,1,0
16865,CN,0,22,175925,small_item,0,1,16865,0,0,1,0,1,1
18908,FI,0,4,209001,small_item,1,1,18908,0,0,1,0,1,0
20149,DE,0,2,167352,large_item,1,1,20149,0,0,1,0,1,0
11531,DN,1,4,281339,digital,0,0,1809,0,0,0,0,1,0
1680,IT,1,14,198260,small_item,0,0,12917,0,1,1,0,1,0
27946,US,1,9,66483,large_item,1,1,8928,0,0,1,0,1,0
35156,UK,1,10,222367,large_item,0,1,10459,0,1,0,0,1,0
22002,IT,1,21,154387,digital,1,0,3160,0,1,1,0,2,0
20046,IN,1,22,132822,large_item,0,1,4473,1,1,0,0,1,0
12248,UK,1,10,161969,digital,0,0,9660,0,1,0,0,3,0
6213,CN,1,3,305340,small_item,0,1,18722,0,1,0,0,2,1
7970,IT,1,8,80994,digital,0,0,5253,1,0,1,0,1,0
14751,CN,0,20,331870,small_item,0,0,14751,0,1,0,0,1,1
15380,FI,0,6,167852,digital,1,1,15380,0,0,1,0,3,0
12231,FI,1,20,137356,small_item,1,0,2988,0,1,0,0,1,0
39541,DN,1,9,223468,large_item,0,0,5491,1,0,1,0,1,0
16785,DE,1,15,60567,large_item,0,1,14311,1,1,0,0,1,0
34901,IN,1,13,27928,digital,1,0,1704,1,0,0,0,1,0
15889,UK,1,18,55099,small_item,1,0,17506,1,1,1,0,1,0
35664,UK,0,0,241892,small_item,1,1,35664,0,0,1,0,1,0
14707,FI,0,19,42236,large_item,0,0,14707,1,1,0,0,1,0
21728,FI,0,2,273380,large_item,1,1,21728,1,1,0,0,3,0
38775,DE,0,11,185494,small_item,1,0,38775,0,1,1,0,1,0
12851,IT,1,8,40606,small_item,1,0,19933,1,0,0,0,1,0
6683,IT,1,10,213079,digital,0,1,17059,1,0,1,0,1,0
39847,IN,1,5,65018,small_item,1,0,15585,0,1,0,0,1,0
21571,IT,1,2,226098,small_item,1,0,16576,1,0,1,0,1,0
13578,IT,0,6,198495,small_item,0,0,13578,1,1,0,0,1,0
37078,DE,0,6,247138,large_item,1,1,37078,1,1,0,0,1,0
25067,CN,0,12,145517,small_item,1,0,25067,0,1,1,0,3,1
15858,CN,1,20,35106,large_item,0,0,11908,0,1,1,0,1,1
22703,FI,1,16,68854,digital,1,0,7599,1,0,0,0,1,0
15681,DN,0,20,252151,small_item,1,1,15681,1,0,0,0,1,0
12557,FI,0,17,196932,digital,1,0,12557,1,1,1,0,1,0
14435,IN,0,7,16690,small_item,1,1,14435,1,0,1,0,1,0
15421,IN,1,5,275442,digital,1,0,8324,1,0,0,0,1,0
17213,DE,1,10,52040,large_item,1,1,14370,1,0,0,0,1,0
20090,DN,1,5,159108,large_item,0,1,1276,1,1,1,0,1,0
22294,UK,0,10,190952,small_item,1,0,22294,0,1,0,0,1,0
10164,CA,1,13,235328,digital,1,0,3795,0,1,1,0,1,0
13473,US,1,6,264022,digital,1,1,5841,1,0,0,0,1,0
7950,DN,0,15,92797,digital,0,1,7950,1,1,1,0,1,0
37818,DN,0,7,136248,small_item,1,0,37818,1,1,1,0,1,0
11601,DN,1,8,155760,small_item,1,1,8002,0,1,1,0,2,0
34586,FI,0,6,142771,large_item,1,1,34586,0,0,0,0,1,0
35889,DE,1,18,320962,small_item,0,0,13820,0,0,0,0,1,1
19830,CA,0,22,45777,digital,0,0,19830,0,0,1,0,1,0
7284,DE,0,15,73521,digital,1,1,7284,0,1,0,0,1,0
23182,IT,0,2,132852,digital,1,0,23182,0,0,1,0,1,0
34255,CN,1,22,242075,large_item,1,0,10236,1,0,0,0,1,1
4224,DN,1,3,138201,large_item,1,0,15286,0,1,1,0,1,0
21223,IT,0,20,239023,small_item,0,0,21223,1,0,0,0,1,0
28354,DN,1,1,337075,small_item,0,0,10694,0,0,1,0,1,1
21307,IN,0,16,343711,large_item,1,0,21307,1,0,1,0,1,0
22638,FI,1,9,75054,small_item,1,1,11501,0,0,1,0,1,0
29013,IT,0,14,205949,digital,1,0,29013,0,1,0,0,3,0
14542,US,0,16,221183,small_item,0,1,14542,1,1,0,0,1,0
16894,IN,0,12,232449,small_item,1,1,16894,0,1,1,0,1,0
8586,IN,1,8,237434,large_item,1,1,13144,0,0,1,0,1,0
17619,US,0,11,49261,digital,0,0,17619,1,1,1,0,1,0
30419,CA,0,9,21377,digital,0,1,30419,1,0,0,0,1,0
14806,UK,0,8,185767,large_item,0,1,14806,1,1,1,0,1,0
17837,DN,1,19,331827,small_item,1,0,11436,1,1,1,0,1,0
17750,IT,0,6,338627,small_item,1,1,17750,1,1,1,0,1,0
28616,IT,0,2,255422,large_item,1,0,28616,1,1,1,0,1,0
21949,US,0,8,253789,small_item,1,0,21949,1,1,0,0,1,0
3888,DE,0,13,288789,small_item,0,0,3888,1,0,1,0,1,0
37017,US,1,0,325301,digital,1,1,8581,0,1,1,0,1,0
13286,DE,1,17,152870,large_item,1,0,19368,1,0,1,0,3,0
29654,UK,1,3,20719,large_item,1,0,10315,1,0,1,0,1,0
34755,DN,1,17,134069,large_item,0,1,17765,0,1,0,0,3,0
8631,DN,1,5,348490,digital,1,1,8296,1,0,1,1,1,0
5084,DN,1,10,283117,digital,1,0,2343,0,1,1,0,1,0
29228,CN,1,20,322525,large_item,1,1,16617,0,1,0,0,1,1
15500,DE,1,23,181646,large_item,0,0,6645,1,1,0,0,1,0
2950,CN,1,4,156493,small_item,0,0,13841,1,0,1,0,1,1
18002,FI,0,17,9322,large_item,0,1,18002,0,0,0,0,1,0
23697,FI,1,16,276700,small_item,1,0,6579,0,0,0,0,1,0
4130,DN,1,23,18832,small_item,0,0,19702,1,1,1,0,1,0
28698,CN,0,0,130216,large_item,1,0,28698,0,1,0,0,3,1
25669,UK,1,10,119290,large_item,0,1,19606,1,0,1,0,1,0
28981,UK,0,1,166445,digital,1,0,28981,0,1,1,0,1,0
34638,FI,1,12,198706,large_item,0,1,19332,0,0,0,0,2,0
35707,IT,0,11,246296,large_item,0,0,35707,1,0,1,0,1,0
3783,CN,0,17,36734,digital,1,1,3783,1,0,1,0,1,1
5840,DN,0,16,279678,large_item,0,1,5840,0,1,1,0,1,0
29696,IN,0,12,120283,small_item,1,0,29696,0,1,0,0,1,0
3504,IN,1,23,302566,small_item,1,1,13636,1,0,0,0,1,0
33848,DN,1,12,157060,large_item,1,0,4658,1,0,0,0,1,0
25399,US,1,9,158016,large_item,0,1,12138,0,1,0,0,1,0
32074,FI,0,21,124660,large_item,1,0,32074,1,0,1,0,1,0
9978,DN,1,4,279634,large_item,0,1,10713,1,1,1,0,1,0
24015,DN,1,4,155373,digital,0,1,5197,1,0,0,0,1,0
12130,DN,1,23,257585,large_item,0,1,9072,0,0,1,0,1,0
27157,DN,1,14,5627,large_item,1,0,11273,1,1,0,0,1,0
22763,DE,1,13,252307,small_item,1,0,6941,1,0,1,0,1,0
21096,UK,1,5,337057,large_item,1,0,13814,1,1,0,0,1,0
2946,IN,1,19,143921,small_item,1,0,16288,0,0,0,0,1,0
16013,US,0,11,278698,digital,0,1,16013,0,1,1,0,1,0
23881,DE,0,11,62291,large_item,0,0,23881,0,0,0,0,1,1
18242,DE,0,20,221170,digital,1,0,18242,1,0,1,0,3,0
16195,DN,1,20,82472,digital,0,0,3498,1,1,0,0,1,0
30774,FI,0,8,229231,large_item,0,0,30774,1,0,0,0,1,0
14712,DN,0,2,200976,large_item,0,0,14712,0,1,1,0,1,1
20626,FI,0,9,16049,small_item,1,0,20626,0,1,0,0,1,0
1357,US,0,10,249324,digital,0,1,1357,1,0,0,0,1,0
39843,US,1,9,23255,digital,0,0,7867,0,1,1,0,1,0
33886,IT,1,17,353987,small_item,0,1,13285,0,0,1,0,1,0
29507,CN,0,23,278861,large_item,1,0,29507,1,1,1,0,1,1
27488,IN,0,1,160905,digital,1,1,27488,1,0,0,0,1,0
16385,DE,1,17,311897,small_item,0,0,632,1,1,1,0,1,0
29276,DE,1,0,208706,digital,1,0,14386,0,1,1,0,1,0
36740,DN,0,14,193441,small_item,1,1,36740,1,1,1,0,1,0
15024,DE,0,10,325478,small_item,1,1,15024,0,0,0,0,1,0
25939,FI,0,7,260002,small_item,0,0,25939,0,0,1,0,1,1
20925,CN,0,5,80525,large_item,0,1,20925,0,0,1,0,3,1
25713,US,0,10,54898,large_item,0,0,25713,1,0,1,0,1,0
10382,CN,0,2,217059,small_item,0,1,10382,0,0,0,0,1,1
20024,UK,0,15,265996,digital,0,1,20024,1,1,0,0,1,0
14432,DE,1,22,235972,small_item,1,1,2573,1,0,1,0,1,0
31333,FI,0,6,323085,small_item,1,0,31333,0,0,0,0,1,0
19562,DE,0,2,334051,digital,1,0,19562,1,1,0,1,1,0
31369,CN,0,2,98868,digital,1,1,31369,0,1,0,0,1,1
1878,US,1,1,147337,small_item,1,1,8522,0,0,1,0,1,0
15096,IT,0,5,271946,digital,1,0,15096,1,1,1,0,1,0
3372,CN,1,8,176304,large_item,1,1,9119,1,0,1,0,1,1
23265,DN,0,21,344740,large_item,0,0,23265,0,1,1,0,1,1
23757,UK,0,0,277271,digital,1,1,23757,1,0,1,0,1,0
25176,DN,0,20,144674,small_item,1,1,25176,0,0,1,0,1,0
21734,DN,0,8,311194,large_item,1,0,21734,1,0,1,0,1,0
1751,DN,1,7,242312,small_item,0,0,617,1,1,0,0,1,0
